Month,All Items less Farm Produce. ,All Items less Farm Produce. and Energy,All Items
2015-03,166.1934481276011,163.9304223276235,168.419862312331
2015-04,167.22169746019057,164.86972197254423,169.708184376575
2015-05,169.22838782299254,166.74948727897197,171.577355657762
2015-06,170.59016376627943,167.94814370893042,173.165784674266
2015-07,171.63542412745153,168.93316421475186,174.36741071215195
2015-08,172.68520132796178,169.83866364326065,175.399354897905
2015-09,173.65891572632145,170.8488795696013,176.461290715081
2015-10,174.361657384934,171.529640323065,177.2007068455382
2015-11,175.34873311617434,172.42091544720483,178.370880027961
2015-12,176.7128149524645,173.7601712381104,180.145366948232
2016-01,178.19002580692074,175.17643334665553,181.70766619327526
2016-02,183.03095599238657,177.9466072682671,185.8928768406955
2016-03,186.4186971206578,180.8372046707834,189.93501093282194
2016-04,189.54878923224828,182.6592717464684,192.99391978523843
2016-05,194.70369096825874,187.26070218198652,198.30441521333407
2016-06,198.26752468701923,190.319139677816,201.70378740537373
2016-07,200.691302315741,191.9604723626818,204.2307292486028
2016-08,202.40038381835998,193.40915112582806,206.2859888822054
2016-09,204.33775857793793,194.9660996736489,207.963228351157
2016-10,205.86335637947795,196.53086967600694,209.68099241244283
2016-11,207.33480501381513,198.05486160130658,211.32697763747194
2016-12,208.61381084902683,199.30570338384553,213.55686290408624
2017-01,210.02688249934673,200.6422038805493,215.72123489309226
2017-02,212.33690267756802,202.80955493496893,218.94537805712932
2017-03,215.13554276290378,205.40024384217952,222.7093311413213
2017-04,217.50775478215658,207.7509040614346,226.27459961675038
2017-05,220.0471640797811,210.10457529549973,230.53162702560988
2017-06,222.96182251835228,213.1940964755325,234.17486502637016
2017-07,225.188914567115,215.66181396415158,237.01570360511272
2017-08,227.2867894765816,217.97800869481753,239.31547329535923
2017-09,229.1105047888771,219.77547702522506,241.19367322882204
2017-10,230.85835135756278,221.52419882510532,243.03124944763937
2017-11,232.64236121160997,223.30095681530275,244.93089946343028
2017-12,233.83305064311548,224.40917884048142,246.38399653542567
2018-01,235.41999475393362,226.0844033092687,248.35283031764737
2018-02,237.19580750725171,227.84523928273882,250.319404195916
2018-03,239.19,229.74,252.41246722004092
2018-04,241.26,231.94,254.51896318281376
2018-05,243.61471433470018,234.47074739593864,257.29136415807073
2018-06,246.12,237.06,260.4745916059773
2018-07,248.12,238.97,263.423593876722
2018-08,250.05015514918205,241.12800989291242,266.18446411039935
2018-09,251.65,242.8,268.410499925762
2018-10,253.67291292966667,244.77219805011288,270.3948831998397
2018-11,255.41,246.61,272.56078866015395
2018-12,256.68,247.81,274.5747440013175
2019-01,258.75,250.1,276.600688185142
2019-02,260.44,251.84,278.620147834412
2019-03,261.82,253.26,280.811771439613
2019-04,263.65,255.0,283.463032847885
2019-05,265.62,257.07,286.613329463094
2019-06,267.88,259.23,289.692849374902
2019-07,269.95,261.48,292.6226689309416
2019-08,271.75,263.37,295.507103544327
2019-09,274.16,265.7,298.589918334029
2019-10,276.19,267.9,301.779567009419
2019-11,278.38,270.0,304.868830158249
2019-12,280.63,272.46,307.473107196798
2020-01,282.94,274.63,310.158729441649
2020-02,285.01,276.9,312.607719861291
2020-03,287.3,279.14,315.231782354199
2020-04,289.96,281.95,318.44652362547
2020-05,292.5,284.57,322.16555990367505
2020-06,295.01,287.11,326.074562290895
2020-07,297.22,289.29,330.138994693686
2020-08,300.34,292.52,334.571705063409
2020-09,303.17,295.36,339.516531303714
2020-10,306.95,299.27,344.731076433292
2020-11,309.14,301.31,350.255447594144
2020-12,312.55,304.7,355.910534611686
2021-01,316.48,308.95,361.230542962669
2021-02,320.3,312.83,366.79794396765
2021-03,323.71,316.05,372.513708760797
2021-04,326.91,319.46,376.13863755064585
2021-05,330.95,323.74,379.93977373788
2021-06,333.64,326.39,383.955266335957
2021-07,338.0,331.1,387.507579081784
2021-08,340.61,333.4,391.4794298483
2021-09,344.84,337.78,395.97767955817966
2021-10,347.59,340.52,399.865916317672
2021-11,351.96,344.72,404.179732543633
2021-12,355.91,348.42,411.523295515458
2022-01,360.3715194790799,352.70761126485877,417.584474707653
2022-02,365.17785669899934,357.4896593658066,424.3941921386609
2022-03,368.7510498261097,360.461943676435,431.7998361236711
2022-04,373.2578891245863,364.64377431755634,439.4006891317663
2022-05,380.25113641005146,371.78288650604185,447.2339439846536
2022-06,386.1769329056834,377.6446040765793,455.35411249211455
2022-07,392.9506044523944,384.2873951979459,463.62577113964863
2022-08,399.19410504034204,390.46194447153107,471.82996423094477
2022-09,405.5349952259577,396.8707078410349,478.2368481068369
2022-10,409.317538769294,399.9739863581683,484.1861024345943
2022-11,416.1712076820685,406.74772459035466,490.9394947092064
2022-12,421.7243621671573,411.8711833597347,499.35798210857575
2023-01,429.4048304672041,419.293739969023,508.68606058318767
2023-02,433.97590327066155,423.14302415525646,517.3778286117544
2023-03,441.96988231703654,431.2386432116838,526.9826584975741
2023-04,448.41480680756956,437.4382606383359,537.04539354575
2023-05,456.5190766369448,445.5195702288372,547.4743197290638
2023-06,464.4716620517419,453.3991582643255,559.1269878609405
2023-07,474.68152841697014,462.9652660773342,575.2647925243876
2023-08,485.16631789078065,473.0378893973241,593.5519052286753
2023-09,495.1529118194271,483.55327946455117,606.0018002061147
2023-10,502.2058921294512,490.27140297743426,616.5128167566362
2023-11,510.03770748084486,497.7936510227351,629.3852883659523
2023-12,519.0026013534416,506.85624086941425,643.7812480608504
2024-01,530.038043145984,518.2125413759697,660.778404633112
2024-02,541.038417940992,529.4657383466986,681.3774554337513
2024-03,554.1767570275358,542.9099765336165,701.9484510470018
2024-04,565.8248350850873,554.8319753795945,718.0010414962783
2024-05,576.8663190836312,565.9943769576041,733.3583540967469
2024-06,587.7128469022077,577.6423559634659,750.3018510696293
2024-07,599.4208465930317,590.1187842784634,767.375919032777
2024-08,613.0394869574229,603.5158743357908,784.3796280030899
2024-09,626.3249049238249,616.1827871145989,804.1418199758384
2024-10,639.9260930847835,629.355045867536,825.3680764868733
2024-11,652.1893821349106,640.8940820828069,847.1421103308547
2024-12,666.3778274504918,655.2470521203835,867.7917409481186
